relative_minutes,T1,T2,T3,T4,PC1,PC2,PC3,total_cpu_rate
4547,0.744663325,0.667440284,0.740819815,0.671703805,0.333827316,0.184463445,0.290596028,2845.578592
4548,0.747568485,0.664184734,0.741238365,0.671241898,0.350871565,0.190461188,0.275919641,2846.370485
4549,0.750459412,0.660916539,0.741656628,0.67077973,0.440186087,0.230037405,0.441830595,2842.784854
4550,0.753336051,0.657635761,0.742074602,0.670317302,0.376032809,0.200846214,0.368434404,2841.206878
4551,0.756198348,0.654342462,0.742492288,0.669854613,0.43887272,0.230688939,0.46182097,2849.267861
4552,0.759046248,0.651036706,0.742909685,0.669391664,0.455111994,0.236943434,0.455977054,2848.204705
4553,0.761879697,0.647718555,0.743326794,0.668928454,0.326005913,0.178783135,0.306409752,2841.864274
4554,0.764698641,0.644388073,0.743743614,0.668464985,0.291331831,0.163173279,0.264430827,2839.859447
4555,0.767503026,0.641045322,0.744160145,0.668001256,0.430927415,0.223779701,0.409120345,2755.85403
4556,0.770292799,0.637690366,0.744576387,0.667537268,0.332808761,0.181087879,0.3141843,2753.591354
4557,0.773067907,0.63432327,0.74499234,0.66707302,0.293772657,0.163861867,0.27495735,2751.741424
4558,0.775828296,0.630944098,0.745408003,0.666608513,0.374318975,0.195680666,0.296857522,2741.521248
4559,0.778573915,0.627552913,0.745823376,0.666143747,0.423879564,0.21606941,0.362401466,2712.59072
4560,0.781304711,0.62414978,0.74623846,0.665678722,0.326973919,0.180217767,0.349045883,2673.724856
4561,0.784020632,0.620734765,0.746653254,0.665213438,0.314137894,0.175947038,0.355845908,2675.908925
4562,0.786721627,0.617307931,0.747067757,0.664747896,0.293338528,0.167136583,0.357486741,2674.657338
4563,0.789407643,0.613869345,0.747481971,0.664282096,0.250677787,0.148263035,0.347614171,2673.187172
4564,0.792078631,0.610419072,0.747895894,0.663816038,0.160461477,0.107541521,0.255249472,2671.987725
4565,0.794734538,0.606957177,0.748309526,0.663349721,0.071855422,0.061202409,0.154421981,2622.395615
4566,0.797375314,0.603483727,0.748722868,0.662883147,0.079558696,0.065758453,0.208448438,2620.714905
4567,0.80000091,0.599998787,0.749135919,0.662416316,0.196591327,0.118125029,0.348529513,2622.442965
4568,0.802611275,0.596502424,0.749548678,0.661949227,0.094791692,0.070993014,0.19016098,2624.307191
4569,0.805206359,0.592994704,0.749961147,0.661481881,0.125612333,0.085903842,0.266652057,2622.622864
4570,0.807786113,0.589475695,0.750373324,0.661014278,0.310553525,0.169183628,0.385257703,2728.483192
4571,0.810350489,0.585945463,0.750785209,0.660546418,0.34175806,0.179886924,0.293145405,2766.530386
4572,0.812899436,0.582404075,0.751196803,0.660078301,0.274324852,0.151966116,0.24997135,2777.108208
4573,0.815432907,0.5788516,0.751608105,0.659609928,0.436468962,0.223664338,0.4345435,2779.81692
4574,0.817950853,0.575288103,0.752019115,0.659141298,0.470998943,0.23404612,0.327030294,2780.728954
4575,0.820453227,0.571713655,0.752429832,0.658672413,0.433038951,0.222738971,0.312394468,2747.736191
4576,0.82293998,0.568128321,0.752840258,0.658203271,0.488988885,0.243307449,0.277252458,2749.764249
4577,0.825411066,0.564532171,0.75325039,0.657733874,0.526988104,0.259237943,0.27398108,2750.803464
4578,0.827866437,0.560925273,0.75366023,0.657264222,0.549170172,0.268538706,0.280520912,2756.548457
4579,0.830306047,0.557307697,0.754069778,0.656794314,0.447508613,0.220832963,0.269858137,2742.231816
4580,0.832729849,0.553679509,0.754479032,0.65632415,0.431691345,0.212038104,0.217953422,2770.477866
4581,0.835137797,0.550040781,0.754887993,0.655853732,0.300021176,0.158951127,0.183654961,2773.745382
4582,0.837529845,0.54639158,0.755296661,0.655383059,0.244598245,0.135801083,0.151505249,2771.686997
4583,0.839905948,0.542731977,0.755705035,0.654912131,0.212502482,0.120300498,0.116434183,2764.815068
4584,0.001473227,0.999998915,0.756113116,0.654440949,0.186672338,0.10684782,0.078441214,2754.848562
4585,0.005836518,0.999982967,0.756520903,0.653969512,0.003530397,0.033552721,0.016484954,2635.014858
4586,0.010199697,0.999947982,0.756928396,0.653497822,-0.073259445,0.001917753,0.15091256,2629.441771
4587,0.014562682,0.999893959,0.757335595,0.653025877,0.074452886,0.062681703,0.330864117,2615.245297
4588,0.01892539,0.999820899,0.7577425,0.652553679,0.135729716,0.090580411,0.427426588,2640.933603
4589,0.023287738,0.999728804,0.75814911,0.652081227,0.135982146,0.091187413,0.429091978,2671.372378
4590,0.027649642,0.999617676,0.758555426,0.651608522,0.130009664,0.088240141,0.209332548,2693.602881
4591,0.03201102,0.999487516,0.758961447,0.651135564,0.01696901,0.040854891,0.17473527,2689.440169
4592,0.036371789,0.999338328,0.759367173,0.650662352,-0.050125104,0.014559587,0.310405886,2660.523495
4593,0.040731865,0.999170113,0.759772604,0.650188888,-0.350179241,-0.108324807,0.407303758,2554.23221
4594,0.045091165,0.998982876,0.76017774,0.649715171,-0.756663781,-0.27631837,0.35239448,2488.217274
4595,0.049449607,0.99877662,0.76058258,0.649241202,-0.687455667,-0.248269309,0.298490178,2440.965807
4596,0.053807108,0.998551348,0.760987125,0.648766981,-0.512097283,-0.168946167,0.513273075,2449.738144
4597,0.058163584,0.998307066,0.761391375,0.648292507,-0.356793464,-0.100511859,0.634387114,2484.871745
4598,0.062518953,0.998043777,0.761795328,0.647817782,-0.455406365,-0.142195249,0.488010103,2511.171475
4599,0.066873131,0.997761487,0.762198985,0.647342805,-0.312595379,-0.08788659,0.42544435,2516.981378
4600,0.071226037,0.997460201,0.762602347,0.646867576,-0.10326077,0.000893558,0.526467875,2599.567079
4601,0.075577586,0.997139924,0.763005412,0.646392096,-0.091858283,0.014414509,0.598446209,2614.181687
4602,0.079927696,0.996800664,0.76340818,0.645916365,-0.14920978,-0.011764188,0.486191214,2622.135098
4603,0.084276285,0.996442426,0.763810652,0.645440383,-0.056531944,0.029962712,0.577361087,2636.803418
4604,0.088623269,0.996065217,0.764212827,0.64496415,0.014364889,0.061595595,0.615864276,2646.305483
4605,0.092968566,0.995669044,0.764614706,0.644487666,0.422853974,0.224410766,0.544061163,2701.832222
4606,0.097312093,0.995253916,0.765016287,0.644010932,0.324634854,0.182930554,0.372593137,2789.991235
4607,0.101653768,0.994819839,0.765417571,0.643533948,0.279200004,0.164500269,0.388842104,2788.957523
4608,0.105993507,0.994366822,0.765818557,0.643056714,0.240402102,0.151561292,0.554534238,2788.075343
4609,0.110331228,0.993894874,0.766219246,0.64257923,0.086677358,0.086247076,0.450754508,2785.872686
4610,0.114666848,0.993404003,0.766619637,0.642101496,0.14605742,0.114753505,0.552667135,2809.352443
4611,0.119000285,0.99289422,0.767019731,0.641623513,0.037798428,0.067973008,0.502745852,2787.252613
4612,0.123331457,0.992365533,0.767419526,0.641145281,-0.143123335,-0.011297105,0.34154629,2777.583312
4613,0.127660281,0.991817953,0.767819023,0.640666799,-0.037380266,0.02845961,0.335080512,2774.043223
4614,0.131986674,0.991251491,0.768218222,0.640188069,0.063221646,0.077969705,0.598309604,2769.900302
4615,0.136310555,0.990666156,0.768617122,0.639709089,0.04635893,0.076367987,0.601470126,2760.417472
4616,0.14063184,0.99006196,0.769015724,0.639229862,-0.011272665,0.048673782,0.471657893,2767.885112
4617,0.144950448,0.989438916,0.769414027,0.638750386,-0.027983822,0.043413267,0.477002922,2776.173501
4618,0.149266296,0.988797033,0.769812031,0.638270661,0.072381407,0.089958009,0.649002542,2776.020164
4619,0.153579302,0.988136326,0.770209736,0.637790689,0.121992378,0.111767757,0.632973956,2784.947535
4620,0.157889385,0.987456805,0.770607141,0.637310469,0.308102774,0.193298795,0.739811021,2791.670274
4621,0.162196461,0.986758485,0.771004248,0.636830001,0.546775272,0.28975155,0.754625093,2834.201808
4622,0.16650045,0.986041379,0.771401054,0.636349286,0.590587316,0.307601749,0.719627457,2869.801644
4623,0.170801268,0.985305499,0.771797561,0.635868323,0.749000925,0.383929198,0.814856136,2970.980887
4624,0.175098835,0.984550861,0.772193768,0.635387114,0.793037608,0.404927763,0.843989261,2978.292118
4625,0.179393068,0.983777478,0.772589675,0.634905657,0.72022471,0.386528082,0.830896053,2891.612691
4626,0.183683886,0.982985366,0.772985282,0.634423954,0.733814636,0.397554997,0.952158662,2902.154511
4627,0.187971206,0.982174539,0.773380589,0.633942005,0.595286546,0.338605631,0.83710788,2910.953495
4628,0.192254948,0.981345013,0.773775595,0.633459809,0.51757801,0.306529815,0.799721058,2919.638218
4629,0.19653503,0.980496804,0.7741703,0.632977367,0.56645006,0.330561641,0.928927591,2926.100464
4630,0.20081137,0.979629927,0.774564704,0.632494679,0.40563645,0.25530232,0.784007542,2872.236056
4631,0.205083887,0.978744399,0.774958808,0.632011745,0.412874479,0.257680282,0.782502548,2874.24349
4632,0.209352499,0.977840238,0.775352611,0.631528566,0.428021214,0.263415667,0.965316772,2850.010846
4633,0.213617125,0.97691746,0.775746112,0.631045141,0.34162878,0.221821411,0.982459483,2824.204755
4634,0.217877685,0.975976083,0.776139312,0.630561471,0.059674491,0.105554338,0.989710703,2808.82689
4635,0.222134096,0.975016125,0.77653221,0.630077556,-0.061336564,0.056458129,0.954020714,2672.838463
4636,0.226386279,0.974037603,0.776924806,0.629593397,-0.281162571,-0.034069172,0.920868119,2663.334894
4637,0.230634151,0.973040538,0.777317101,0.629108992,-0.199204569,0.005702387,1.108711677,2671.513933
4638,0.234877632,0.972024947,0.777709094,0.628624344,-0.347527422,-0.058651247,1.007988286,2675.131002
4639,0.239116642,0.97099085,0.778100784,0.628139451,-0.334427523,-0.057115064,0.992874567,2677.474284
4640,0.243351099,0.969938267,0.778492172,0.627654314,-0.245959027,-0.020982764,1.040889877,2561.066544
4641,0.247580923,0.968867218,0.778883258,0.627168933,-0.373628881,-0.078476847,0.878857714,2560.006693
4642,0.251806034,0.967777723,0.779274041,0.626683308,-0.443376606,-0.114022594,0.755034611,2557.147215
4643,0.25602635,0.966669803,0.779664521,0.62619744,-0.53852568,-0.155374081,0.720487928,2551.92775
4644,0.260241793,0.965543479,0.780054699,0.625711329,-0.603138151,-0.182734378,0.705901644,2546.651599
4645,0.26445228,0.964398772,0.780444573,0.625224974,-0.586991628,-0.191935408,0.776957407,2540.433648
4646,0.268657733,0.963235705,0.780834144,0.624738377,-1.06179729,-0.386272377,0.677747337,2553.408443
4647,0.272858071,0.962054299,0.781223412,0.624251537,-1.246331445,-0.460983921,0.787010826,2541.132375
4648,0.277053214,0.960854576,0.781612376,0.623764454,-1.127179864,-0.403736191,1.050726173,2560.043854
4649,0.281243082,0.959636561,0.782001036,0.623277129,-1.033088082,-0.363914455,1.167240056,2559.039301
4650,0.285427596,0.958400275,0.782389393,0.622789562,-1.289890293,-0.538009715,0.851730758,2523.880309
4651,0.289606676,0.957145743,0.782777445,0.622301753,-1.293936327,-0.581450387,0.902712236,2541.325355
4652,0.293780242,0.955872988,0.783165194,0.621813702,-1.393827008,-0.63025854,0.842809145,2603.663958
4653,0.297948215,0.954582035,0.783552638,0.621325409,-1.334281947,-0.601042977,0.898418869,2635.778122
4654,0.302110515,0.953272908,0.783939777,0.620836875,-1.19936602,-0.543687911,0.960873302,2647.754606
4655,0.306267064,0.951945632,0.784326612,0.6203481,-1.310833243,-0.58027327,0.951147808,2600.127323
4656,0.310417781,0.950600232,0.784713143,0.619859084,-1.231607312,-0.528747898,1.168249966,2613.605052
4657,0.314562589,0.949236734,0.785099368,0.619369826,-1.235216111,-0.522558413,1.205292486,2627.581905
4658,0.318701408,0.947855164,0.785485289,0.618880329,-1.165767855,-0.499138489,1.118051139,2619.780915
4659,0.32283416,0.946455548,0.785870904,0.618390591,-0.91418565,-0.397313364,1.227892797,2615.375085
4660,0.326960765,0.945037914,0.786256214,0.617900612,-0.807115357,-0.345883268,1.162331103,2528.346647
4661,0.331081145,0.943602287,0.786641218,0.617410393,-0.760288458,-0.327004611,1.146198165,2533.319312
4662,0.335195222,0.942148695,0.787025917,0.616919935,-0.91659736,-0.394316648,1.00305637,2524.777603
4663,0.339302918,0.940677166,0.78741031,0.616429237,-0.973144439,-0.419804888,0.949657237,2518.411327
4664,0.343404153,0.939187728,0.787794397,0.615938299,-1.028213181,-0.445065992,0.850248748,2513.660656
4665,0.347498851,0.937680409,0.788178178,0.615447122,-1.081359685,-0.456595643,0.796436968,2478.558839
4666,0.351586932,0.936155238,0.788561652,0.614955706,-1.158500337,-0.488531093,0.75517368,2473.033588
4667,0.35566832,0.934612244,0.788944821,0.614464051,-1.096709768,-0.465249,0.73372479,2477.558918
4668,0.359742937,0.933051456,0.789327682,0.613972157,-1.301303761,-0.548470078,0.768255883,2469.248351
4669,0.363810704,0.931472904,0.789710237,0.613480025,-1.399208876,-0.588371973,0.725565849,2469.262171
4670,0.367871546,0.929876619,0.790092486,0.612987654,-1.406557694,-0.588461919,0.739803061,2513.072155
4671,0.371925383,0.92826263,0.790474427,0.612495045,-1.351924478,-0.568562236,0.730223936,2510.023343
4672,0.375972139,0.926630968,0.790856061,0.612002198,-1.250880134,-0.530946805,0.673479831,2507.911158
4673,0.380011738,0.924981664,0.791237388,0.611509114,-1.290165169,-0.5449417,0.640127571,2508.353146
4674,0.384044102,0.92331475,0.791618407,0.611015791,-1.356834785,-0.57250465,0.634706502,2474.965097
4675,0.388069154,0.921630258,0.791999119,0.610522232,-1.427850139,-0.59812737,0.606682949,2406.766708
4676,0.392086817,0.919928219,0.792379523,0.610028435,-1.457011022,-0.609316418,0.602903812,2401.846972
4677,0.396097016,0.918208666,0.792759619,0.609534401,-1.458189591,-0.609664491,0.616061292,2395.783846
4678,0.400099674,0.916471631,0.793139407,0.60904013,-1.346056641,-0.55963917,0.768805333,2394.882429
4679,0.404094715,0.914717148,0.793518887,0.608545623,-1.351445823,-0.562072353,0.743919338,2396.10186
4680,0.408082062,0.912945251,0.793898059,0.608050879,-1.4000421,-0.577537393,0.665375124,2448.938916
4681,0.41206164,0.911155972,0.794276922,0.607555899,-1.492103105,-0.617061031,0.533058109,2450.96865
4682,0.416033372,0.909349346,0.794655477,0.607060683,-1.372156015,-0.563379943,0.696457924,2451.27975
4683,0.419997185,0.907525407,0.795033723,0.606565231,-1.371170213,-0.563755718,0.667833854,2451.600215
4684,0.423953001,0.905684191,0.79541166,0.606069543,-1.421588625,-0.587921289,0.581472861,2451.25069
4685,0.427900745,0.903825731,0.795789288,0.60557362,-1.485341728,-0.612436004,0.487828063,2403.693711
4686,0.431840343,0.901950064,0.796166606,0.605077462,-1.402656776,-0.578231183,0.571692675,2403.559189
4687,0.435771719,0.900057225,0.796543616,0.604581068,-1.383516622,-0.574413988,0.515145908,2401.922606
4688,0.439694799,0.898147251,0.796920316,0.60408444,-1.41105625,-0.586503082,0.4978643,2401.801957
4689,0.443609508,0.896220176,0.797296706,0.603587577,-1.503730013,-0.628975965,0.340665006,2401.970173
4690,0.447515771,0.89427604,0.797672786,0.603090479,-1.407879322,-0.594707485,0.28551228,2396.123632
4691,0.451413514,0.892314877,0.798048557,0.602593147,-1.37723392,-0.57822385,0.388355894,2397.980805
4692,0.455302662,0.890336726,0.798424017,0.602095581,-1.450066125,-0.610229286,0.288636916,2398.943161
4693,0.459183143,0.888341624,0.798799168,0.601597781,-1.46455995,-0.617763398,0.223822199,2406.394386
4694,0.463054881,0.88632961,0.799174008,0.601099747,-1.345066101,-0.564786197,0.390731355,2414.792548
4695,0.466917803,0.884300721,0.799548537,0.600601479,-1.399593309,-0.591282723,0.372875196,2460.829425
4696,0.470771836,0.882254996,0.799922756,0.600102979,-1.457158394,-0.616721847,0.257659253,2467.481163
4697,0.474616906,0.880192475,0.800296663,0.599604245,-1.489901793,-0.630055235,0.225852305,2469.420113
4698,0.47845294,0.878113196,0.80067026,0.599105278,-1.385352276,-0.585192392,0.355647295,2471.393992
4699,0.482279865,0.876017198,0.801043546,0.598606078,-1.25750199,-0.532738741,0.408440434,2480.066683
4700,0.486097608,0.873904523,0.801416521,0.598106646,-1.225045968,-0.513744984,0.42556138,2546.651668
4701,0.489906096,0.87177521,0.801789184,0.597606981,-1.122621205,-0.458899319,0.545318852,2659.701299
4702,0.493705258,0.8696293,0.802161536,0.597107085,-1.137342733,-0.463355964,0.537410142,2673.816901
4703,0.497495019,0.867466833,0.802533576,0.596606956,-1.212814909,-0.498354533,0.430190729,2670.625305
4704,0.50127531,0.86528785,0.802905304,0.596106595,-1.274179966,-0.526304731,0.348820952,2669.757056
4705,0.505046056,0.863092394,0.80327672,0.595606003,-1.175843452,-0.484240008,0.515317948,2465.063617
4706,0.508807188,0.860880506,0.803647824,0.595105179,-1.233831291,-0.509313549,0.447333519,2466.32763
4707,0.512558632,0.858652228,0.804018616,0.594604124,-1.300311539,-0.538651473,0.36583549,2467.435748
4708,0.516300318,0.856407602,0.804389096,0.594102838,-1.233419374,-0.509275539,0.49111088,2466.801964
4709,0.520032175,0.854146672,0.804759263,0.593601322,-1.194062805,-0.491403925,0.561295194,2467.396229
4710,0.52375413,0.85186948,0.805129117,0.593099574,-1.217090427,-0.510283502,0.50158501,2378.808378
4711,0.527466115,0.849576069,0.805498658,0.592597597,-1.321548931,-0.557637462,0.36792474,2378.141737
4712,0.531168057,0.847266484,0.805867887,0.592095388,-1.370061087,-0.578355625,0.344409534,2377.534702
4713,0.534859886,0.844940768,0.806236802,0.59159295,-1.4444133,-0.611786192,0.334801224,2367.025783
4714,0.538541533,0.842598966,0.806605404,0.591090282,-1.353677874,-0.572475019,0.501420111,2361.08952
4715,0.542212926,0.840241122,0.806973693,0.590587385,-1.382589211,-0.58764796,0.363552778,2361.443003
4716,0.545873996,0.837867281,0.807341668,0.590084258,-1.208323959,-0.522333306,0.31576328,2366.205553
4717,0.549524674,0.835477488,0.80770933,0.589580901,-1.180298753,-0.511902446,0.34260033,2362.199863
4718,0.55316489,0.833071788,0.808076677,0.589077316,-1.102216023,-0.482222404,0.314865335,2360.497111
4719,0.556794574,0.830650229,0.808443711,0.588573501,-1.10013485,-0.485486683,0.240711445,2355.194929
4720,0.560413657,0.828212855,0.80881043,0.588069458,-1.111507438,-0.484814532,0.206607206,2340.965456
4721,0.564022072,0.825759713,0.809176836,0.587565187,-0.992098839,-0.434198507,0.313262743,2337.694733
4722,0.567619747,0.823290849,0.809542927,0.587060687,-0.961548652,-0.426408249,0.185660931,2337.079843
4723,0.571206617,0.820806311,0.809908703,0.586555959,-0.916443303,-0.409545186,0.133572766,2341.568557
4724,0.574782611,0.818306147,0.810274165,0.586051003,-0.75564052,-0.339190737,0.303861202,2350.734511
4725,0.578347662,0.815790403,0.810639311,0.58554582,-0.735475724,-0.324504628,0.299473551,2409.648848
4726,0.581901703,0.813259127,0.811004143,0.585040409,-0.817436547,-0.362882531,0.162096466,2409.204517
4727,0.585444665,0.810712369,0.81136866,0.58453477,-0.852966146,-0.379293734,0.126092449,2414.724978
4728,0.58897648,0.808150175,0.811732862,0.584028905,-0.860220422,-0.382979105,0.115752381,2414.447454
4729,0.592497083,0.805572596,0.812096748,0.583522812,-0.767038847,-0.341685504,0.24000059,2415.442292
4730,0.596006405,0.802979679,0.812460318,0.583016493,-0.788325865,-0.352722117,0.220411705,2400.2964
4731,0.59950438,0.800371475,0.812823573,0.582509948,-0.77893044,-0.350600249,0.179529889,2404.762102
4732,0.602990942,0.797748033,0.813186512,0.582003176,-0.717257048,-0.322139843,0.270210459,2408.186228
4733,0.606466023,0.795109403,0.813549135,0.581496177,-0.773551685,-0.348474908,0.188014057,2403.215193
4734,0.609929558,0.792455635,0.813911442,0.580988953,-0.871963739,-0.391758426,0.084561498,2398.912219
4735,0.613381481,0.78978678,0.814273433,0.580481504,-0.785409115,-0.347993498,0.287412514,2424.599019
4736,0.616821726,0.787102889,0.814635108,0.579973828,-0.810488029,-0.363233335,0.154261816,2420.618903
4737,0.620250228,0.784404013,0.814996465,0.579465928,-0.822660437,-0.370315917,0.114347476,2413.554568
4738,0.623666921,0.781690202,0.815357507,0.578957802,-0.859301766,-0.385756067,0.088803279,2411.571216
4739,0.62707174,0.778961509,0.815718231,0.578449451,-0.824054718,-0.369587742,0.172200758,2409.503221
4740,0.630464621,0.776217986,0.816078639,0.577940876,-0.801342397,-0.361734289,0.233254748,2368.067771
4741,0.633845498,0.773459685,0.816438729,0.577432075,-0.820091535,-0.369969453,0.205385337,2369.071266
4742,0.637214308,0.770686658,0.816798502,0.576923051,-0.864547994,-0.389680897,0.131422503,2371.845511
4743,0.640570987,0.767898959,0.817157958,0.576413802,-0.830259505,-0.377374927,0.078711793,2376.003582
4744,0.64391547,0.76509664,0.817517096,0.57590433,-0.733139968,-0.331922818,0.270308774,2377.255816
4745,0.647247693,0.762279754,0.817875917,0.575394634,-0.848575142,-0.380871407,0.159227488,2361.700929
4746,0.650567594,0.759448356,0.81823442,0.574884714,-0.738742457,-0.332620973,0.283510876,2361.803394
4747,0.65387511,0.756602499,0.818592605,0.57437457,-0.695646012,-0.313231855,0.284743291,2374.549013
4748,0.657170176,0.753742237,0.818950472,0.573864204,-0.79039922,-0.352172783,0.188854517,2388.806241
4749,0.660452731,0.750867625,0.819308021,0.573353615,-0.883611296,-0.392444362,0.117044773,2386.250908
4750,0.663722711,0.747978718,0.819665251,0.572842803,-0.978738947,-0.433829965,0.054879268,2432.35391
4751,0.666980055,0.74507557,0.820022163,0.572331768,-0.899302627,-0.398178969,0.191658633,2435.506311
4752,0.670224701,0.742158238,0.820378756,0.571820511,-1.0294349,-0.450626677,0.185504893,2431.507023
4753,0.673456587,0.739226775,0.820735031,0.571309031,-1.194620832,-0.514851806,0.219940657,2433.783327
4754,0.676675652,0.736281239,0.821090986,0.57079733,-1.308990764,-0.55979978,0.232180199,2435.335245
4755,0.679881833,0.733321685,0.821446623,0.570285407,-1.347546583,-0.56266606,0.273161271,2350.992189
4756,0.68307507,0.730348169,0.82180194,0.569773262,-1.190637026,-0.55251869,0.453815268,2287.646628
4757,0.686255303,0.727360749,0.822156939,0.569260896,-1.37984166,-0.670674959,0.16086997,2245.300558
4758,0.68942247,0.724359481,0.822511617,0.568748309,-1.40891121,-0.684119885,0.10092567,2242.267325
4759,0.692576512,0.721344422,0.822865977,0.568235501,-1.459924366,-0.708393624,-0.020173743,2242.355891
4760,0.695717368,0.71831563,0.823220016,0.567722472,-1.498451803,-0.723289474,-0.047589077,2285.367422
4761,0.698844978,0.715273162,0.823573735,0.567209223,-1.543332894,-0.741665612,-0.061131542,2287.867225
4762,0.701959284,0.712217076,0.823927135,0.566695753,-1.562573798,-0.749186986,-0.063866289,2287.065329
4763,0.705060225,0.709147431,0.824280214,0.566182063,-1.513747026,-0.72687142,0.02067164,2288.461556
4764,0.708147743,0.706064285,0.824632974,0.565668152,-1.449816441,-0.698118622,0.108299049,2290.080088
4765,0.711221779,0.702967696,0.824985412,0.565154023,-1.535134032,-0.733082229,0.004432689,2297.1593
4766,0.714282274,0.699857724,0.825337531,0.564639673,-1.430449786,-0.68571237,0.159298922,2299.001256
4767,0.71732917,0.696734427,0.825689328,0.564125104,-1.182402864,-0.589996716,0.083792034,2300.863695
4768,0.720362409,0.693597866,0.826040805,0.563610316,-1.086118837,-0.548856572,-0.059378099,2350.447889
4769,0.723381934,0.690448099,0.826391961,0.563095309,-1.184963065,-0.591472016,-0.181082345,2355.574827
4770,0.726387687,0.687285187,0.826742795,0.562580083,-1.143410183,-0.567370257,-0.109477152,2393.374698
4771,0.72937961,0.684109191,0.827093309,0.562064639,-1.120177538,-0.557197871,-0.069366487,2394.124637
4772,0.732357647,0.68092017,0.827443501,0.561548976,-1.195182577,-0.590172526,-0.149989449,2392.533284
4773,0.73532174,0.677718185,0.827793372,0.561033095,-1.069359283,-0.540611651,-0.15074003,2397.312723
4774,0.738271835,0.674503297,0.828142921,0.560516996,-0.967482816,-0.500425975,-0.178712922,2407.127691
4775,0.741207873,0.671275568,0.828492148,0.56000068,-0.971720767,-0.497303494,-0.189888544,2382.299722
4776,0.744129801,0.668035059,0.828841053,0.559484145,-0.969186858,-0.491185463,-0.185839757,2407.774293
4777,0.747037561,0.664781831,0.829189636,0.558967394,-0.972110447,-0.491982454,-0.187332896,2409.505415
4778,0.749931098,0.661515947,0.829537897,0.558450425,-0.853665668,-0.439164407,-0.01498294,2408.546677
4779,0.752810358,0.658237469,0.829885836,0.557933239,-0.868704181,-0.443856899,-0.019402004,2405.789282
4780,0.755675285,0.654946458,0.830233452,0.557415836,-0.960187653,-0.476660383,-0.119998845,2381.665
4781,0.758525826,0.651642979,0.830580746,0.556898217,-0.998933417,-0.494455607,-0.161090656,2379.615602
4782,0.761361925,0.648327093,0.830927717,0.556380381,-1.032287705,-0.510520636,-0.189845309,2380.038256
4783,0.764183529,0.644998864,0.831274365,0.55586233,-1.016146923,-0.503870386,-0.189557891,2380.738557
4784,0.766990584,0.641658355,0.831620691,0.555344062,-0.969199488,-0.483261034,-0.129610684,2382.682182
4785,0.769783037,0.638305629,0.831966693,0.554825578,-0.838494146,-0.42982081,-0.084024689,2335.206518
4786,0.772560834,0.634940752,0.832312372,0.554306879,-0.446615989,-0.282603625,-0.380226339,2335.857708
4787,0.775323922,0.631563786,0.832657727,0.553787965,-0.398320995,-0.260008177,-0.327704442,2336.121273
4788,0.77807225,0.628174795,0.833002759,0.553268835,-0.33221283,-0.230439183,-0.290102577,2340.22982
4789,0.780805764,0.624773846,0.833347467,0.55274949,-0.225795278,-0.187270999,-0.269247711,2353.607422
4790,0.783524413,0.621361001,0.833691852,0.552229931,-0.292876608,-0.207364222,-0.427115246,2433.076728
4791,0.786228145,0.617936327,0.834035912,0.551710157,-0.29345865,-0.20711887,-0.427065911,2438.291967
4792,0.788916908,0.614499888,0.834379649,0.551190169,-0.191705343,-0.160933259,-0.276220223,2442.892266
4793,0.791590651,0.61105175,0.834723061,0.550669966,-0.277554818,-0.199747217,-0.397577034,2440.09507
4794,0.794249323,0.607591979,0.835066149,0.55014955,-0.295187385,-0.207991024,-0.425915212,2440.619949
4795,0.796892874,0.604120639,0.835408912,0.54962892,-0.337878784,-0.229067843,-0.458368864,2453.971342
4796,0.799521254,0.600637798,0.835751351,0.549108076,-0.421772404,-0.267949741,-0.471983643,2440.568219
4797,0.802134411,0.597143522,0.836093465,0.548587019,-0.438523349,-0.275373533,-0.469990295,2439.595361
4798,0.804732297,0.593637877,0.836435255,0.548065748,-0.418078714,-0.263461286,-0.340082467,2441.709355
4799,0.807314863,0.59012093,0.836776719,0.547544265,-0.421911843,-0.263021869,-0.228826049,2444.234313
4800,0.809882058,0.586592748,0.837117858,0.547022569,-0.450414154,-0.27072323,-0.137335179,2453.052664
4801,0.812433834,0.583053399,0.837458672,0.546500661,-0.468415819,-0.275850054,-0.15037468,2466.855321
4802,0.814970142,0.579502948,0.837799161,0.54597854,-0.48057317,-0.278271155,-0.153253607,2476.102639
4803,0.817490935,0.575941465,0.838139324,0.545456207,-0.405635938,-0.239273455,0.131282798,2477.085184
4804,0.819996164,0.572369017,0.838479161,0.544933662,-0.330204176,-0.203198798,0.337450921,2477.881217
4805,0.822485781,0.568785671,0.838818673,0.544410906,-0.224014262,-0.146954067,0.469540815,2472.978206
4806,0.824959739,0.565191497,0.839157859,0.543887937,-0.216564527,-0.136658107,0.631655689,2492.679094
4807,0.827417992,0.561586562,0.839496718,0.543364758,-0.41766601,-0.214829171,0.66417953,2503.797948
4808,0.829860491,0.557970936,0.839835252,0.542841367,-0.497186651,-0.243520916,0.698281869,2513.586277
4809,0.832287191,0.554344686,0.840173459,0.542317766,-0.636776197,-0.301410147,0.607206222,2534.401659
4810,0.834698046,0.550707883,0.840511339,0.541793954,-0.699332109,-0.32714994,0.543892177,2622.854068
4811,0.837093009,0.547060595,0.840848894,0.541269931,-0.654645512,-0.305836248,0.650818279,2618.71346
