relative_minutes,T1,T2,T3,T4,PC1,PC2,PC3,total_cpu_rate
15680,0.404934029,0.914345904,0.698889602,0.71522956,0.264638946,0.174703519,-0.063902069,2673.027286
15681,0.408919748,0.912570348,0.699335292,0.714793781,0.366985495,0.219195979,0.10193229,2674.626333
15682,0.412897682,0.910777417,0.69978071,0.714357724,0.339581595,0.20720204,0.113890372,2684.444172
15683,0.416867755,0.908967147,0.700225856,0.71392139,0.314083845,0.19623951,0.111362833,2696.58055
15684,0.420829892,0.907139572,0.70067073,0.713484778,0.302879995,0.188424106,0.102533742,2695.670774
15685,0.424784016,0.905294725,0.701115331,0.713047889,0.200050872,0.143330606,-0.012743451,2661.933111
15686,0.428730053,0.903432643,0.70155966,0.712610723,0.170472723,0.129214748,-0.051715115,2662.943403
15687,0.432667928,0.901553362,0.702003717,0.71217328,0.223213976,0.149680462,-0.023086981,2665.041475
15688,0.436597566,0.899656915,0.702447501,0.711735561,0.334959048,0.200492236,0.102649267,2695.856962
15689,0.440518891,0.897743341,0.702891012,0.711297565,0.329009964,0.197609051,0.091946941,2706.810589
15690,0.444431829,0.895812675,0.70333425,0.710859292,0.30605301,0.184227954,0.052777642,2645.682668
15691,0.448336307,0.893864954,0.703777214,0.710420743,0.283381533,0.174538121,0.047454486,2643.676216
15692,0.452232248,0.891900215,0.704219906,0.709981919,0.249370757,0.160556383,0.05007233,2644.784846
15693,0.45611958,0.889918496,0.704662323,0.709542818,0.212019927,0.143033484,0.06211218,2644.546997
15694,0.459998227,0.887919834,0.705104467,0.709103442,0.311894174,0.184567975,0.143352432,2647.329258
15695,0.463868117,0.885904267,0.705546337,0.70866379,0.397819278,0.223856411,0.095494072,2704.104316
15696,0.467729176,0.883871833,0.705987932,0.708223863,0.435049723,0.245666735,0.108839455,2753.925552
15697,0.47158133,0.881822573,0.706429254,0.70778366,0.438347309,0.24739626,0.106479512,2763.645362
15698,0.475424505,0.879756523,0.7068703,0.707343183,0.405031034,0.233498048,0.11048514,2762.478904
15699,0.479258629,0.877673724,0.707311073,0.706902431,0.396308236,0.230775097,0.109884694,2766.923017
15700,0.483083629,0.875574216,0.70775157,0.706461404,0.371011012,0.227828806,0.074399681,2729.232568
15701,0.486899431,0.873458038,0.708191792,0.706020103,0.412045121,0.2466611,0.076861674,2736.74183
15702,0.490705964,0.87132523,0.70863174,0.705578527,0.459405635,0.268026058,0.087050811,2748.464837
15703,0.494503154,0.869175834,0.709071411,0.705136677,0.436659883,0.259260045,0.087596844,2749.764999
15704,0.49829093,0.86700989,0.709510808,0.704694553,0.452575333,0.265840736,0.119857564,2749.705476
15705,0.502069219,0.864827439,0.709949929,0.704252156,0.448845173,0.271304756,0.165592632,2708.458852
15706,0.505837949,0.862628523,0.710388773,0.703809485,0.439683942,0.267274109,0.15040406,2709.401849
15707,0.509597049,0.860413184,0.710827342,0.70336654,0.393364968,0.244000703,0.156840896,2703.579156
15708,0.513346447,0.858181464,0.711265635,0.702923322,0.413816193,0.249642087,0.159058759,2710.367434
15709,0.517086071,0.855933406,0.711703651,0.702479831,0.421034403,0.248916357,0.195120863,2701.466595
15710,0.520815851,0.853669051,0.712141391,0.702036067,0.363520179,0.22971771,0.179185785,2682.949479
15711,0.524535716,0.851388444,0.712578854,0.70159203,0.311542651,0.20317393,0.084880251,2683.696
15712,0.528245593,0.849091628,0.71301604,0.701147721,0.217940331,0.158017828,-0.029809165,2671.766458
15713,0.531945414,0.846778647,0.713452949,0.700703139,0.198405853,0.147470184,-0.042584797,2670.02564
15714,0.535635108,0.844449543,0.713889581,0.700258285,0.240232646,0.162800923,-0.024516155,2676.775257
15715,0.539314603,0.842104363,0.714325936,0.699813159,0.284124701,0.173982872,0.016829385,2675.971049
15716,0.542983831,0.839743151,0.714762013,0.699367761,0.333573553,0.194749105,0.067668627,2689.670634
15717,0.546642722,0.83736595,0.715197812,0.698922091,0.333621123,0.193852061,0.063748272,2696.322145
15718,0.550291205,0.834972808,0.715633334,0.69847615,0.467980489,0.237935837,-0.13293364,2685.643721
15719,0.553929211,0.832563769,0.716068577,0.698029937,0.796940639,0.360526574,-0.386789874,2684.712228
15720,0.557556671,0.830138879,0.716503542,0.697583453,0.778678058,0.363910075,-0.406806217,2765.709724
15721,0.561173516,0.827698185,0.716938229,0.697136698,0.766723807,0.358224824,-0.42975665,2768.094639
15722,0.564779677,0.825241732,0.717372637,0.696689672,0.743009221,0.343667997,-0.452973154,2765.441834
15723,0.568375086,0.822769568,0.717806767,0.696242375,0.778112569,0.344335743,-0.323045322,2725.879514
15724,0.571959674,0.820281739,0.718240618,0.695794808,1.036914436,0.460847288,0.002944876,2753.883471
15725,0.575533372,0.817778294,0.718674189,0.695346971,1.048343369,0.480593843,0.015829409,2766.70174
15726,0.579096113,0.815259279,0.719107481,0.694898863,1.059043306,0.486183535,0.036677394,2779.260786
15727,0.582647829,0.812724743,0.719540494,0.694450486,1.063101286,0.487786453,0.038361656,2784.258481
15728,0.586188452,0.810174734,0.719973228,0.694001838,1.145001063,0.519166891,0.018771101,2788.280719
15729,0.589717914,0.8076093,0.720405681,0.693552921,1.209571884,0.535806065,-0.136957959,2768.806021
15730,0.59323615,0.80502849,0.720837855,0.693103735,1.175528466,0.532347325,-0.297345599,2674.040754
15731,0.596743091,0.802432354,0.721269748,0.692654279,1.104031555,0.503442957,-0.244347627,2679.667376
15732,0.600238671,0.799820941,0.721701362,0.692204554,1.143281952,0.523426397,-0.220482615,2692.605388
15733,0.603722823,0.7971943,0.722132695,0.69175456,1.18623071,0.541083932,-0.188063669,2687.689726
15734,0.607195482,0.794552482,0.722563747,0.691304297,1.148011794,0.526025287,-0.127886035,2689.52097
15735,0.61065658,0.791895537,0.722994519,0.690853766,1.155394048,0.535411847,-0.166100043,2679.123735
15736,0.614106052,0.789223515,0.723425009,0.690402966,1.127635151,0.523580978,-0.153363,2693.352811
15737,0.617543832,0.786536468,0.723855219,0.689951898,1.099038776,0.511805785,-0.133802435,2699.826607
15738,0.620969856,0.783834446,0.724285147,0.689500562,1.114126482,0.514285888,-0.099856406,2713.121135
15739,0.624384057,0.781117501,0.724714794,0.689048958,1.165010617,0.534758177,-0.087493803,2727.349809
15740,0.62778637,0.778385684,0.72514416,0.688597087,1.181007898,0.543349236,-0.141572244,2697.374738
15741,0.631176732,0.775639049,0.725573243,0.688144948,1.19380743,0.545167276,-0.177300379,2702.249425
15742,0.634555076,0.772877646,0.726002045,0.687692541,1.078670858,0.494539789,-0.231057846,2694.883226
15743,0.63792134,0.770101528,0.726430564,0.687239867,1.059751242,0.484242536,-0.243282244,2693.131455
15744,0.641275459,0.767310749,0.726858802,0.686786926,1.081817262,0.491365967,-0.229788158,2691.037689
15745,0.644617368,0.764505362,0.727286757,0.686333719,1.133984457,0.511967081,-0.120039051,2719.15522
15746,0.647947005,0.76168542,0.727714429,0.685880244,1.120904129,0.505923946,-0.096428501,2716.15274
15747,0.651264306,0.758850976,0.728141819,0.685426504,1.230830269,0.547674366,-0.016634608,2706.540219
15748,0.654569208,0.756002084,0.728568925,0.684972496,1.316529064,0.585287851,0.035998099,2724.940347
15749,0.657861648,0.7531388,0.728995749,0.684518223,1.309992725,0.582115832,0.030153673,2732.381895
15750,0.661141563,0.750261177,0.729422289,0.684063684,1.281996189,0.571493398,0.065909753,2656.288002
15751,0.664408891,0.74736927,0.729848546,0.683608879,1.264046115,0.570256691,0.07431077,2668.71538
15752,0.66766357,0.744463134,0.73027452,0.683153808,1.248328253,0.56836022,0.160043566,2674.386291
15753,0.670905537,0.741542824,0.730700209,0.682698472,1.218516518,0.55762707,0.158654168,2691.206129
15754,0.674134731,0.738608397,0.731125615,0.682242871,1.152038805,0.525766134,0.048405865,2676.110545
15755,0.677351091,0.735659908,0.731550737,0.681787004,1.099189947,0.512857454,-0.022138905,2672.080101
15756,0.680554555,0.732697412,0.731975574,0.681330873,1.080781666,0.50546052,-0.032891066,2674.478622
15757,0.683745062,0.729720968,0.732400127,0.680874477,1.062124107,0.498800106,-0.049053818,2678.625213
15758,0.686922551,0.72673063,0.732824396,0.680417817,1.055385604,0.496744622,-0.045275504,2677.456869
15759,0.690086963,0.723726457,0.733248379,0.679960892,1.068324368,0.50200385,-0.02570378,2680.632935
15760,0.693238236,0.720708504,0.733672078,0.679503702,1.050708405,0.509522276,-0.012485432,2668.018016
15761,0.696376311,0.717676831,0.734095492,0.679046249,1.023051108,0.496206178,-0.01963631,2670.796549
15762,0.699501128,0.714631494,0.734518621,0.678588532,1.009091887,0.48629625,-0.028389058,2668.243214
15763,0.702612627,0.711572551,0.734941464,0.678130552,0.993748532,0.474932549,-0.068463699,2663.604351
15764,0.70571075,0.708500062,0.735364021,0.677672307,0.97353664,0.462158591,-0.090763776,2661.189028
15765,0.708795437,0.705414083,0.735786293,0.6772138,1.017761296,0.483706508,-0.184634883,2667.898599
15766,0.71186663,0.702314674,0.736208279,0.676755029,1.028049804,0.479849221,-0.223321464,2662.852914
15767,0.714924269,0.699201894,0.736629979,0.676295996,1.165601051,0.533071451,-0.002741929,2652.221709
15768,0.717968298,0.696075803,0.737051393,0.6758367,1.249897256,0.561917953,0.082013808,2653.214294
15769,0.720998657,0.692936459,0.73747252,0.675377141,1.095934652,0.483593555,-0.049390463,2653.716121
15770,0.72401529,0.689783922,0.737893361,0.674917319,1.00718534,0.451462344,-0.044502478,2603.568168
15771,0.727018139,0.686618254,0.738313915,0.674457236,1.11299025,0.499172443,0.003327837,2615.618242
15772,0.730007146,0.683439512,0.738734182,0.67399689,1.110922606,0.496831565,-0.003906535,2615.907189
15773,0.732982255,0.68024776,0.739154162,0.673536283,1.118269549,0.498564969,-0.001585716,2615.049764
15774,0.735943408,0.677043056,0.739573855,0.673075414,1.200319703,0.530219263,-0.025664385,2620.21357
15775,0.738890551,0.673825462,0.739993261,0.672614283,1.139849409,0.499245626,-0.05601367,2564.197694
15776,0.741823626,0.67059504,0.740412379,0.672152891,1.102403618,0.482816154,-0.024213752,2565.495653
15777,0.744742578,0.66735185,0.74083121,0.671691238,1.077684484,0.471255974,-0.027640495,2570.293763
15778,0.747647351,0.664095955,0.741249752,0.671229323,1.03357584,0.44019406,0.009151583,2536.683258
15779,0.75053789,0.660827417,0.741668007,0.670767148,1.085929308,0.453288551,0.097196257,2518.25103
15780,0.75341414,0.657546298,0.742085973,0.670304713,1.064845585,0.442364766,0.011529066,2512.015164
15781,0.756276046,0.654252659,0.742503651,0.669842017,0.975140308,0.397490387,-0.076258094,2504.744336
15782,0.759123554,0.650946565,0.742921041,0.669379061,0.988064372,0.404462594,0.00044776,2511.854966
15783,0.761956608,0.647628078,0.743338142,0.668915844,1.018441723,0.425577722,0.031168965,2551.386272
15784,0.764775157,0.64429726,0.743754954,0.668452368,1.049241636,0.440159557,0.04792164,2569.209163
15785,0.767579145,0.640954177,0.744171477,0.667988632,1.038631699,0.498102381,0.074777465,2688.758982
15786,0.770368519,0.63759889,0.744587711,0.667524636,1.023124096,0.49257842,0.064236321,2692.182663
15787,0.773143227,0.634231464,0.745003656,0.667060381,0.993576847,0.481811047,0.049311976,2693.71913
15788,0.775903215,0.630851964,0.745419311,0.666595867,0.979524019,0.477162534,0.04584912,2694.932691
15789,0.778648432,0.627460453,0.745834677,0.666131094,0.977167512,0.475906333,0.042440335,2697.158047
15790,0.781378823,0.624056996,0.746249753,0.665666062,0.955924338,0.48390872,0.046494143,2721.032299
15791,0.784094339,0.620641658,0.746664539,0.665200772,0.976968211,0.49658619,0.107138746,2727.689512
15792,0.786794926,0.617214504,0.747079034,0.664735223,0.999599202,0.507304003,0.120831501,2738.762359
15793,0.789480535,0.613775599,0.74749324,0.664269416,1.021513874,0.518108343,0.145648717,2743.056864
15794,0.792151112,0.610325008,0.747907155,0.66380335,1.024798867,0.522047704,0.182711886,2746.521611
15795,0.794806608,0.606862798,0.748320779,0.663337027,1.019054068,0.514583461,0.214320929,2678.214132
15796,0.797446972,0.603389034,0.748734113,0.662870446,1.015932327,0.513974871,0.228602739,2681.911171
15797,0.800072154,0.599903783,0.749147156,0.662403607,1.009213321,0.510426925,0.227846855,2687.518468
15798,0.802682104,0.59640711,0.749559908,0.661936511,1.007937391,0.50982587,0.232659425,2696.599818
15799,0.805276771,0.592899082,0.749972368,0.661469158,1.037694257,0.518907046,0.234732655,2704.908983
15800,0.807856108,0.589379766,0.750384537,0.661001548,1.004702266,0.507372948,0.207259769,2773.17661
15801,0.810420064,0.58584923,0.750796415,0.660533681,0.983669571,0.497073759,0.214362834,2776.164154
15802,0.812968591,0.58230754,0.751208,0.660065557,1.032536106,0.517574409,0.230402235,2782.350341
15803,0.81550164,0.578754763,0.751619294,0.659597177,1.033190941,0.516490457,0.21822684,2778.193675
15804,0.818019163,0.575190968,0.752030296,0.659128541,1.011473243,0.504104552,0.193933127,2766.809515
15805,0.820521112,0.571616222,0.752441006,0.658659648,0.973719172,0.486024297,0.171360635,2691.771832
15806,0.823007439,0.568030593,0.752851423,0.6581905,0.952435041,0.472782612,0.14976247,2685.385632
15807,0.825478098,0.56443415,0.753261548,0.657721096,0.934415012,0.461019369,0.126468193,2679.793236
15808,0.827933041,0.560826961,0.75367138,0.657251436,0.930842574,0.455151558,0.112816246,2676.305137
15809,0.830372221,0.557209094,0.75408092,0.656781521,0.928059388,0.444577837,0.097158488,2673.340434
15810,0.832795592,0.553580619,0.754490166,0.656311351,0.930106652,0.440162901,0.059760985,2638.046473
15811,0.835203108,0.549941605,0.754899119,0.655840926,0.996565499,0.465104545,0.133158176,2634.083749
15812,0.837594723,0.54629212,0.755307779,0.655370246,1.053507621,0.486487331,0.225026847,2632.29806
15813,0.839970391,0.542632235,0.755716145,0.654899311,1.058746365,0.488892805,0.217882843,2639.736913
15814,0.001591977,0.999998733,0.756124218,0.654428122,1.028194891,0.474198432,0.181689196,2642.035781
15815,0.005955266,0.999982267,0.756531997,0.653956678,0.987450389,0.465852657,0.147101705,2666.518737
15816,0.010318441,0.999946763,0.756939482,0.653484981,1.019419528,0.482031048,0.172728307,2674.103047
15817,0.01468142,0.999892222,0.757346673,0.653013029,1.026745148,0.485980224,0.171125084,2678.12286
15818,0.019044119,0.999818644,0.75775357,0.652540824,1.026547033,0.486838742,0.1769541,2681.426556
15819,0.023406455,0.999726031,0.758160172,0.652068366,1.024289778,0.486289894,0.184045803,2684.725193
15820,0.027768347,0.999614385,0.75856648,0.651595653,1.013897287,0.495024381,0.213215482,2642.370287
15821,0.032129709,0.999483708,0.758972493,0.651122688,1.004231583,0.490734385,0.190673579,2646.449694
15822,0.03649046,0.999334001,0.759378211,0.65064947,1.031860685,0.500581014,0.155382633,2652.04471
15823,0.040850516,0.999165269,0.759783634,0.650175999,1.163697481,0.538997688,0.232331822,2622.437213
15824,0.045209794,0.998977515,0.760188762,0.649702275,1.161275305,0.523551774,0.318132406,2616.098244
15825,0.049568211,0.998770741,0.760593594,0.649228299,0.985323082,0.419571094,0.19032418,2540.830841
15826,0.053925685,0.998544952,0.760998131,0.648754071,0.843480277,0.343011568,0.044286902,2558.110212
15827,0.058282132,0.998300152,0.761402372,0.648279591,0.733740788,0.293049837,-0.035837164,2610.736212
15828,0.06263747,0.998036346,0.761806318,0.647804858,0.714963251,0.289604673,-0.067828393,2673.507378
15829,0.066991615,0.997753538,0.762209967,0.647329874,0.688733151,0.281635877,-0.054588328,2716.509352
15830,0.071344484,0.997451735,0.76261332,0.646854639,0.470658376,0.230139033,-0.020621069,2619.772114
15831,0.075695996,0.997130942,0.763016377,0.646379152,0.506233853,0.263001689,-0.024543684,2659.83063
15832,0.080046066,0.996791165,0.763419138,0.645903414,0.517208418,0.27625765,-0.033516937,2674.698329
15833,0.084394612,0.996432411,0.763821601,0.645427425,0.619140242,0.318374079,-0.053295261,2672.02898
15834,0.088741551,0.996054686,0.764223769,0.644951185,0.790264907,0.382832688,-0.027373354,2608.031675
15835,0.093086801,0.995657997,0.764625639,0.644474695,0.737847302,0.407885108,-0.121357239,2630.183768
15836,0.097430279,0.995242353,0.765027212,0.643997954,0.904083425,0.474889043,-0.141986497,2636.378964
15837,0.101771902,0.99480776,0.765428488,0.643520963,1.139485399,0.561181192,-0.208534554,2638.724668
15838,0.106111587,0.994354228,0.765829466,0.643043723,1.179659852,0.581392743,-0.260636731,2662.489021
15839,0.110449252,0.993881765,0.766230147,0.642566232,1.244457603,0.594386811,-0.267794178,2643.786683
15840,0.114784814,0.99339038,0.76663053,0.642088491,0.923249184,0.442623975,-0.529761593,2538.381853
15841,0.119118191,0.992880082,0.767030615,0.641610501,1.123842783,0.502182629,-0.576657538,2543.437891
15842,0.1234493,0.992350881,0.767430402,0.641132262,1.125392029,0.450201375,-0.64439578,2511.625657
15843,0.127778058,0.991802787,0.767829892,0.640653774,1.171120759,0.453632624,-0.748302408,2515.721556
15844,0.132104384,0.99123581,0.768229082,0.640175036,1.331255203,0.51347252,-0.706071669,2522.014344
15845,0.136428195,0.990649962,0.768627974,0.63969605,1.234734773,0.491533562,-0.678004915,2621.178856
15846,0.140749409,0.990045254,0.769026568,0.639216816,1.301668831,0.521835479,-0.684148466,2634.307269
15847,0.145067942,0.989421696,0.769424863,0.638737333,1.348692408,0.542479067,-0.68208922,2637.687004
15848,0.149383714,0.988779301,0.769822859,0.638257602,1.311519476,0.523491539,-0.829865505,2643.554247
15849,0.153696642,0.988118081,0.770220555,0.637777623,1.288820568,0.517991371,-0.869945074,2702.365372
15850,0.158006644,0.987438049,0.770617953,0.637297396,1.394847087,0.575333984,-0.970885852,2755.993983
15851,0.162313637,0.986739217,0.771015051,0.636816921,1.407711944,0.584061202,-0.941363344,2768.952649
15852,0.166617541,0.9860216,0.771411849,0.636336199,1.325168697,0.550576874,-0.98343927,2782.287329
15853,0.170918272,0.98528521,0.771808348,0.63585523,1.313137187,0.53778857,-0.900017793,2749.301869
15854,0.175215749,0.984530061,0.772204547,0.635374014,1.513636392,0.611196243,-0.739902212,2678.41295
15855,0.17950989,0.983756169,0.772600446,0.634892551,1.393339405,0.662791978,0.022662101,2822.005281
15856,0.183800614,0.982963547,0.772996044,0.634410841,1.38272389,0.662974346,0.017787496,2913.48669
15857,0.188087838,0.982152211,0.773391343,0.633928885,1.384469043,0.661197622,0.018781503,2910.352019
15858,0.192371481,0.981322176,0.773786341,0.633446682,1.387761677,0.65503951,0.019492038,2879.251982
15859,0.196651462,0.980473458,0.774181038,0.632964233,1.392615695,0.644257813,0.01982345,2843.984
15860,0.200927699,0.979606074,0.774575434,0.632481539,1.154786153,0.542815867,0.034110564,2870.184919
15861,0.205200111,0.978720039,0.77496953,0.631998598,1.207872105,0.567408483,0.087580865,2880.868946
15862,0.209468616,0.977815371,0.775363324,0.631515412,1.643859563,0.712154072,0.11933783,2877.297798
15863,0.213733133,0.976892086,0.775756817,0.631031981,1.72439673,0.698724713,-0.109705481,2899.046513
15864,0.21799358,0.975950203,0.776150008,0.630548305,1.634046753,0.644607067,-0.301659727,2688.989072
15865,0.222249878,0.974989739,0.776542898,0.630064383,1.269553813,0.404929066,-1.069758159,2721.037938
15866,0.226501944,0.974010713,0.776935487,0.629580217,1.243681627,0.397804453,-1.079789702,2750.561856
15867,0.230749698,0.973013143,0.777327773,0.629095806,1.244869598,0.396949314,-1.099525161,2745.078308
15868,0.234993059,0.971997049,0.777719758,0.62861115,1.274844025,0.405323012,-1.061074339,2739.023589
15869,0.239231945,0.970962448,0.77811144,0.628126251,1.323381462,0.422279076,-0.929697822,2725.316714
15870,0.243466277,0.969909363,0.77850282,0.627641107,1.26332241,0.44049584,-0.5812271,2671.413666
15871,0.247695974,0.968837811,0.778893897,0.62715572,1.183074215,0.403144099,-0.640848416,2673.972098
15872,0.251920955,0.967747814,0.779284672,0.626670088,1.259694858,0.434250427,-0.574454853,2679.836742
15873,0.25614114,0.966639393,0.779675144,0.626184214,1.266495204,0.433962423,-0.575188249,2685.03503
15874,0.260356449,0.965512568,0.780065313,0.625698096,1.136363013,0.373734263,-0.799353633,2690.85084
15875,0.2645668,0.964367362,0.780455179,0.625211735,1.17607097,0.394723511,-0.789432209,2600.580887
15876,0.268772115,0.963203795,0.780844742,0.624725131,0.887420415,0.270706329,-0.73932404,2537.062874
15877,0.272972312,0.96202189,0.781234001,0.624238284,0.827466951,0.245261836,-0.729610835,2537.310452
15878,0.277167313,0.96082167,0.781622957,0.623751195,0.943761463,0.291032711,-0.756741355,2540.190396
15879,0.281357037,0.959603156,0.782011609,0.623263863,1.328365721,0.440670173,-0.752517949,2524.794337
15880,0.285541404,0.958366374,0.782399958,0.622776289,1.449565914,0.507162149,-0.439327454,2617.283075
15881,0.289720334,0.957111346,0.782788002,0.622288473,1.55440623,0.568269385,-0.30581363,2805.496011
15882,0.293893749,0.955838095,0.783175742,0.621800416,1.54113606,0.566970009,-0.296685708,2857.934214
15883,0.298061569,0.954546647,0.783563178,0.621312117,1.440222566,0.522601927,-0.299286264,2877.995123
15884,0.302223714,0.953237026,0.783950309,0.620823576,1.402258654,0.5085405,-0.322645691,2938.797767
15885,0.306380105,0.951909256,0.784337136,0.620334794,1.290816086,0.479249228,-0.37694854,2943.908445
15886,0.310530663,0.950563363,0.784723658,0.619845771,1.285997448,0.479866298,-0.375408382,2954.072648
15887,0.314675309,0.949199373,0.785109875,0.619356508,1.300058448,0.479880077,-0.367592467,2936.043508
15888,0.318813964,0.947817312,0.785495787,0.618867003,1.205577049,0.41771082,-0.258448767,2864.561951
15889,0.322946549,0.946417205,0.785881394,0.618377259,1.105541259,0.36524747,-0.187176678,2827.657817
15890,0.327072986,0.94499908,0.786266696,0.617887274,0.95943823,0.328816933,-0.274600674,2792.625977
15891,0.331193195,0.943562964,0.786651692,0.617397049,0.903508618,0.305028727,-0.258241942,2742.462835
15892,0.3353071,0.942108884,0.787036382,0.616906584,0.949922411,0.332006401,-0.205860315,2731.634083
15893,0.33941462,0.940636867,0.787420767,0.616415879,1.102095494,0.399515151,-0.077067019,2755.254592
15894,0.343515679,0.939146942,0.787804846,0.615924935,1.432316623,0.530480193,-0.075082591,2793.953557
15895,0.347610197,0.937639137,0.788188618,0.615433751,1.362065002,0.545330634,-0.099120502,2732.148109
15896,0.351698098,0.93611348,0.788572085,0.614942329,1.34775032,0.545251094,-0.123775245,2812.376887
15897,0.355779303,0.934570002,0.788955244,0.614450667,1.350362969,0.551116996,-0.119917655,2859.09857
15898,0.359853734,0.93300873,0.789338098,0.613958767,1.320054466,0.537366786,-0.069979055,2867.456107
15899,0.363921314,0.931429695,0.789720645,0.613466628,1.27397011,0.51796792,-0.102594276,2875.384186
15900,0.367981966,0.929832927,0.790102884,0.612974251,1.337074021,0.55429486,-0.07471749,2813.533909
15901,0.372035611,0.928218457,0.790484817,0.612481635,1.413889458,0.59376074,-0.074161127,2875.289558
15902,0.376082174,0.926586315,0.790866443,0.611988782,1.382932284,0.57563825,-0.064787114,2870.834215
15903,0.380121577,0.924936531,0.791247761,0.611495691,1.213552343,0.485019617,-0.045537144,2976.71635
15904,0.384153742,0.923269139,0.791628772,0.611002362,1.139855778,0.462988402,-0.097999997,3252.810375
15905,0.388178594,0.921584168,0.792009476,0.610508796,1.117871644,0.482387692,-0.103317414,3224.21537
15906,0.392196056,0.919881652,0.792389872,0.610014993,1.123086084,0.483100654,-0.126705211,3216.207719
15907,0.396206051,0.918161623,0.792769959,0.609520952,0.94633152,0.395110929,-0.302956502,3153.82725
15908,0.400208502,0.916424113,0.793149739,0.609026675,0.920607368,0.375192922,-0.417941084,3096.171719
15909,0.404203334,0.914669156,0.793529211,0.608532161,1.175684173,0.482342427,-0.274051574,3089.588064
15910,0.408190471,0.912896785,0.793908374,0.608037411,1.193713469,0.490873374,-0.210330022,2997.112695
15911,0.412169836,0.911107033,0.794287229,0.607542425,1.207718651,0.488108002,-0.156736302,2998.221133
15912,0.416141355,0.909299936,0.794665775,0.607047202,0.927226756,0.372868549,-0.120354081,2974.886497
15913,0.42010495,0.907475526,0.795044013,0.606551744,0.910029525,0.362476994,-0.181659926,2941.861485
15914,0.424060547,0.90563384,0.795421941,0.60605605,1.056744839,0.420546511,-0.229393709,2957.408464
15915,0.428008071,0.903774912,0.795799561,0.60556012,1.13359222,0.473913212,-0.240603967,2933.128401
15916,0.431947446,0.901898777,0.796176871,0.605063955,1.125439506,0.47250489,-0.238148764,2950.28527
15917,0.435878598,0.900005471,0.796553872,0.604567555,1.126035032,0.471307581,-0.223522342,2947.422985
15918,0.439801451,0.898095031,0.796930563,0.604070921,1.160085405,0.47543105,-0.108197618,2909.353367
15919,0.44371593,0.896167492,0.797306945,0.603574051,1.190815708,0.486500373,-0.123875777,2912.266387
15920,0.447621963,0.894222891,0.797683017,0.603076947,1.098807772,0.436862522,-0.198191901,2615.109108
15921,0.451519473,0.892261266,0.798058779,0.602579609,1.061459845,0.421712757,-0.111837711,2613.194493
15922,0.455408386,0.890282653,0.798434231,0.602082036,1.05655089,0.418998021,-0.122904537,2618.647384
15923,0.45928863,0.88828709,0.798809373,0.60158423,1.131128185,0.454218022,-0.167661329,2706.384375
15924,0.463160129,0.886274616,0.799184205,0.601086189,1.131026932,0.453924921,-0.181822307,2721.666735
15925,0.46702281,0.884245268,0.799558726,0.600587916,1.470728225,0.595796337,-0.215108184,2609.244264
15926,0.4708766,0.882199086,0.799932936,0.600089409,1.590567632,0.645172217,-0.227905013,2625.467476
15927,0.474721425,0.880136108,0.800306835,0.599590668,1.57745308,0.643681792,-0.234632082,2668.471287
15928,0.478557212,0.878056373,0.800680424,0.599091695,1.759400426,0.728280224,-0.174595967,2763.376892
15929,0.482383888,0.875959922,0.801053701,0.598592489,1.846135109,0.768778811,-0.148475161,2822.700171
15930,0.48620138,0.873846793,0.801426667,0.598093051,1.789865678,0.74852614,-0.106049676,2699.970053
15931,0.490009616,0.871717028,0.801799322,0.59759338,1.74228626,0.711791217,-0.091238612,2672.584721
15932,0.493808522,0.869570666,0.802171665,0.597093476,1.859689237,0.712073592,-0.061893576,2833.941464
15933,0.497598027,0.867407749,0.802543697,0.596593341,1.853901318,0.692496045,-0.269671684,2964.976664
15934,0.501378059,0.865228318,0.802915416,0.596092974,1.779405,0.649670039,-0.337249643,2969.860811
15935,0.505148545,0.863032414,0.803286824,0.595592376,1.677313429,0.634991103,-0.346311277,2774.192486
15936,0.508909414,0.860820079,0.80365792,0.595091546,1.699272,0.650969164,-0.329592768,2826.2332
15937,0.512660593,0.858591356,0.804028703,0.594590485,1.706952819,0.659332319,-0.319528755,2857.130571
15938,0.516402013,0.856346286,0.804399174,0.594089193,1.714831828,0.661293679,-0.273737013,2848.695149
15939,0.520133601,0.854084912,0.804769333,0.59358767,1.774839982,0.683167826,-0.232865915,2833.11363
15940,0.523855286,0.851807278,0.805139178,0.593085916,1.745268094,0.70728137,-0.268819495,2740.357869
15941,0.527566998,0.849513427,0.805508711,0.592583932,1.66357336,0.664234474,-0.129821412,2702.37922
15942,0.531268666,0.847203402,0.805877931,0.592081717,1.621655267,0.648383407,-0.121081741,2683.038262
15943,0.534960219,0.844877248,0.806246838,0.591579273,1.636533466,0.654176154,-0.136810131,2663.094388
15944,0.538641587,0.842535008,0.806615432,0.591076599,1.855574458,0.74022625,-0.232635726,2648.153423
15945,0.542312701,0.840176728,0.806983712,0.590573695,2.151499243,0.896345284,-0.361773886,2867.313928
15946,0.545973489,0.837802452,0.807351678,0.590070561,2.126604857,0.890656964,-0.347536861,2888.132366
15947,0.549623883,0.835412226,0.807719331,0.589567199,2.157699818,0.910609184,-0.321992406,2934.630108
15948,0.553263813,0.833006094,0.80808667,0.589063607,2.182570726,0.923293023,-0.324590793,2950.098093
15949,0.556893209,0.830584104,0.808453695,0.588559787,2.214833404,0.93571868,-0.316867814,2948.301558
